                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    432,                0.44993,                0.82062,                 1.0351,                0.60894,                0.33538,                0.37926,                0.26615,                 1.1933,                 3.3125,                 1.7468,             3.2679e-05,             3.2679e-05,             3.2679e-05
                    433,                0.45893,                0.85806,                 1.0422,                0.63393,                0.34194,                 0.3776,                0.26598,                 1.1867,                 3.3071,                 1.7401,             3.2622e-05,             3.2622e-05,             3.2622e-05
                    434,                 0.4447,                0.79872,                 1.0239,                 0.6352,                0.34496,                0.37337,                0.26696,                 1.1732,                 3.2964,                 1.7288,             3.2566e-05,             3.2566e-05,             3.2566e-05
                    435,                0.46281,                0.81891,                 1.0403,                0.60848,                0.35301,                0.36599,                0.26283,                 1.1697,                 3.2953,                 1.7284,             3.2509e-05,             3.2509e-05,             3.2509e-05
                    436,                 0.4534,                0.86401,                 1.0572,                0.60071,                0.35479,                0.38111,                0.28156,                  1.162,                 3.2599,                 1.7186,             3.2453e-05,             3.2453e-05,             3.2453e-05
                    437,                0.42252,                0.77547,                 1.0103,                0.62534,                0.35853,                0.38336,                0.28283,                 1.1618,                 3.2568,                  1.721,             3.2397e-05,             3.2397e-05,             3.2397e-05
                    438,                0.45591,                0.83013,                   1.04,                0.62377,                0.33301,                0.38447,                0.28147,                 1.1556,                 3.2441,                 1.7174,              3.234e-05,              3.234e-05,              3.234e-05
                    439,                0.45561,                0.81794,                 1.0424,                0.62389,                0.33032,                0.38412,                0.28014,                 1.1611,                 3.2467,                 1.7239,             3.2284e-05,             3.2284e-05,             3.2284e-05
                    440,                 0.4439,                0.80624,                 1.0238,                0.62679,                 0.3261,                0.37028,                0.26796,                 1.1758,                  3.269,                 1.7367,             3.2227e-05,             3.2227e-05,             3.2227e-05
                    441,                0.46354,                0.79999,                 1.0315,                0.62892,                0.32839,                0.38185,                0.27905,                 1.1738,                 3.2712,                 1.7339,             3.2171e-05,             3.2171e-05,             3.2171e-05
                    442,                0.42031,                0.77969,                 1.0093,                0.62932,                0.32823,                0.38366,                0.27557,                  1.176,                 3.2899,                 1.7313,             3.2114e-05,             3.2114e-05,             3.2114e-05
                    443,                0.45992,                0.82847,                 1.0304,                0.62481,                0.32984,                0.38402,                0.27574,                  1.178,                 3.2957,                 1.7266,             3.2058e-05,             3.2058e-05,             3.2058e-05
                    444,                0.47453,                0.83017,                 1.0402,                0.62975,                0.32293,                0.37846,                0.27178,                 1.1719,                 3.2813,                 1.7153,             3.2002e-05,             3.2002e-05,             3.2002e-05
                    445,                0.46118,                0.83595,                 1.0634,                0.62947,                0.32265,                0.37753,                0.27333,                 1.1639,                 3.2726,                 1.7074,             3.1945e-05,             3.1945e-05,             3.1945e-05
                    446,                0.46761,                0.89923,                 1.0565,                0.62116,                0.33392,                0.37772,                0.27053,                 1.1564,                 3.2677,                 1.6984,             3.1889e-05,             3.1889e-05,             3.1889e-05
                    447,                0.47083,                0.84392,                 1.0498,                0.64363,                0.31673,                 0.3797,                0.26915,                 1.1578,                 3.2651,                 1.6993,             3.1832e-05,             3.1832e-05,             3.1832e-05
                    448,                0.45095,                0.79474,                 1.0356,                0.61284,                0.32779,                0.38265,                0.26682,                  1.162,                 3.2666,                 1.7028,             3.1776e-05,             3.1776e-05,             3.1776e-05
                    449,                0.48143,                 0.8474,                 1.0579,                0.57154,                0.34467,                0.37806,                0.26607,                 1.1745,                 3.2705,                 1.7198,             3.1719e-05,             3.1719e-05,             3.1719e-05
                    450,                0.44634,                0.83084,                 1.0369,                0.55417,                0.36389,                 0.3836,                0.26948,                 1.1748,                 3.2759,                 1.7221,             3.1663e-05,             3.1663e-05,             3.1663e-05
                    451,                0.41947,                0.74465,                0.98209,                0.55716,                0.35515,                0.38124,                0.26692,                 1.1769,                 3.2869,                 1.7235,             3.1607e-05,             3.1607e-05,             3.1607e-05
                    452,                0.46385,                0.83082,                 1.0268,                0.57156,                0.33851,                0.38072,                0.26743,                 1.1851,                 3.3062,                 1.7417,              3.155e-05,              3.155e-05,              3.155e-05
                    453,                0.45529,                0.84958,                 1.0409,                0.54932,                0.34258,                0.38334,                0.27099,                 1.1842,                 3.3009,                 1.7397,             3.1494e-05,             3.1494e-05,             3.1494e-05
                    454,                0.44767,                0.81577,                 1.0244,                0.56715,                0.35171,                0.38135,                0.27331,                 1.1802,                 3.2943,                  1.738,             3.1437e-05,             3.1437e-05,             3.1437e-05
                    455,                0.46025,                0.83802,                 1.0277,                0.56767,                 0.3422,                0.38041,                 0.2745,                 1.1784,                 3.3041,                 1.7394,             3.1381e-05,             3.1381e-05,             3.1381e-05
                    456,                0.42978,                0.80626,                 1.0083,                0.57394,                  0.342,                0.38435,                0.27528,                 1.1688,                 3.3066,                  1.735,             3.1324e-05,             3.1324e-05,             3.1324e-05
                    457,                0.45219,                0.81981,                 1.0304,                0.63683,                0.32344,                 0.3857,                0.27659,                 1.1674,                 3.2959,                  1.733,             3.1268e-05,             3.1268e-05,             3.1268e-05
                    458,                0.48272,                0.87689,                 1.0453,                0.54979,                0.35021,                 0.3788,                0.27301,                 1.1629,                 3.2814,                 1.7228,             3.1211e-05,             3.1211e-05,             3.1211e-05
                    459,                0.43429,                0.75323,                 1.0012,                 0.5487,                0.35233,                0.37934,                0.27807,                 1.1589,                 3.2743,                 1.7187,             3.1155e-05,             3.1155e-05,             3.1155e-05
                    460,                 0.4648,                0.82601,                 1.0386,                0.64035,                0.35533,                0.38762,                0.28399,                 1.1577,                 3.2627,                 1.7163,             3.1099e-05,             3.1099e-05,             3.1099e-05
                    461,                 0.4548,                0.82126,                 1.0197,                0.63925,                 0.3553,                0.39763,                0.29739,                  1.165,                 3.2645,                 1.7252,             3.1042e-05,             3.1042e-05,             3.1042e-05
                    462,                0.44961,                0.81633,                 1.0514,                0.64526,                0.35485,                0.39618,                0.29514,                 1.1669,                 3.2845,                 1.7209,             3.0986e-05,             3.0986e-05,             3.0986e-05
                    463,                0.45524,                0.80523,                 1.0305,                0.64484,                0.35486,                 0.3937,                 0.2982,                 1.1635,                 3.2915,                 1.7169,             3.0929e-05,             3.0929e-05,             3.0929e-05
                    464,                0.46996,                0.81465,                 1.0509,                0.64651,                0.35504,                0.38973,                  0.296,                  1.156,                 3.2905,                 1.7005,             3.0873e-05,             3.0873e-05,             3.0873e-05
                    465,                0.43907,                0.78333,                0.99174,                0.64509,                0.35522,                0.39024,                0.29619,                 1.1581,                 3.3015,                    1.7,             3.0816e-05,             3.0816e-05,             3.0816e-05
                    466,                0.45771,                0.79448,                 1.0507,                0.65093,                0.33005,                0.39372,                0.29646,                 1.1556,                 3.3193,                 1.6998,              3.076e-05,              3.076e-05,              3.076e-05
                    467,                0.43857,                 0.8004,                 1.0377,                 0.6619,                0.33256,                0.39797,                 0.2995,                 1.1594,                 3.3225,                  1.706,             3.0704e-05,             3.0704e-05,             3.0704e-05
                    468,                0.43281,                0.83152,                 1.0015,                0.65249,                0.34961,                0.38175,                0.28286,                 1.1741,                   3.31,                 1.7253,             3.0647e-05,             3.0647e-05,             3.0647e-05
                    469,                0.41006,                0.79027,                 1.0162,                0.60306,                0.36225,                0.38598,                0.28692,                 1.1775,                 3.3022,                 1.7299,             3.0591e-05,             3.0591e-05,             3.0591e-05
                    470,                0.43918,                0.79307,                 1.0091,                0.60252,                0.36802,                0.38314,                0.28826,                 1.1799,                 3.3032,                 1.7337,             3.0534e-05,             3.0534e-05,             3.0534e-05
                    471,                0.43876,                0.74692,                 1.0125,                0.59144,                0.37145,                0.38475,                 0.2838,                 1.1813,                 3.3006,                  1.731,             3.0478e-05,             3.0478e-05,             3.0478e-05
                    472,                0.44612,                0.80527,                 1.0311,                0.59083,                0.35495,                0.37991,                0.28156,                 1.1784,                 3.2844,                 1.7183,             3.0421e-05,             3.0421e-05,             3.0421e-05
                    473,                0.42864,                0.81972,                 1.0274,                0.58462,                0.31882,                0.37669,                0.28051,                 1.1809,                 3.2858,                 1.7209,             3.0365e-05,             3.0365e-05,             3.0365e-05
                    474,                 0.4435,                0.82178,                 1.0179,                0.59164,                0.33282,                0.37207,                0.27992,                 1.1878,                  3.289,                  1.731,             3.0309e-05,             3.0309e-05,             3.0309e-05
                    475,                0.43511,                0.78626,                 1.0342,                0.56951,                 0.3362,                0.37357,                0.28044,                 1.1889,                 3.2909,                 1.7291,             3.0252e-05,             3.0252e-05,             3.0252e-05
                    476,                0.45456,                0.80708,                 1.0479,                0.64496,                0.31521,                0.38245,                0.28831,                 1.1787,                 3.2751,                 1.7198,             3.0196e-05,             3.0196e-05,             3.0196e-05
                    477,                0.45349,                0.80588,                 1.0376,                0.64127,                0.32326,                0.39438,                0.29134,                 1.1806,                 3.2793,                 1.7229,             3.0139e-05,             3.0139e-05,             3.0139e-05
                    478,                0.45026,                0.78754,                 1.0134,                0.64212,                0.31913,                0.39341,                0.29147,                 1.1745,                 3.2762,                 1.7192,             3.0083e-05,             3.0083e-05,             3.0083e-05
                    479,                0.48386,                0.83489,                 1.0509,                0.63766,                0.32846,                0.39193,                0.28972,                 1.1678,                 3.2727,                 1.7134,             3.0026e-05,             3.0026e-05,             3.0026e-05
                    480,                0.42103,                 0.8101,                   1.03,                0.67668,                0.30514,                0.39522,                 0.2933,                 1.1581,                 3.2681,                 1.7074,              2.997e-05,              2.997e-05,              2.997e-05
                    481,                0.44176,                0.79109,                 1.0378,                0.68497,                0.29778,                0.39304,                0.29291,                 1.1623,                  3.288,                 1.7135,             2.9914e-05,             2.9914e-05,             2.9914e-05
                    482,                0.46416,                0.78091,                 1.0497,                0.58912,                0.36195,                0.39634,                0.29445,                 1.1728,                 3.3044,                 1.7276,             2.9857e-05,             2.9857e-05,             2.9857e-05
                    483,                0.42905,                 0.7761,                 1.0354,                0.62574,                0.33913,                0.38951,                0.28759,                  1.178,                 3.3057,                 1.7341,             2.9801e-05,             2.9801e-05,             2.9801e-05
                    484,                0.43807,                0.79316,                 1.0255,                 0.6212,                0.35019,                0.37971,                0.27585,                 1.1851,                  3.299,                 1.7429,             2.9744e-05,             2.9744e-05,             2.9744e-05
                    485,                0.44972,                0.81915,                  1.035,                0.62192,                0.34953,                 0.3775,                0.27108,                 1.1853,                 3.2834,                 1.7413,             2.9688e-05,             2.9688e-05,             2.9688e-05
                    486,                0.45261,                 0.8153,                 1.0309,                0.62473,                 0.3528,                0.37208,                0.26683,                 1.1879,                 3.2528,                 1.7443,             2.9631e-05,             2.9631e-05,             2.9631e-05
                    487,                0.47877,                0.86364,                 1.0613,                0.62501,                0.35148,                0.37335,                0.26698,                 1.1871,                 3.2367,                 1.7429,             2.9575e-05,             2.9575e-05,             2.9575e-05
                    488,                0.45956,                0.82303,                 1.0466,                0.64595,                0.34468,                0.37113,                0.26243,                 1.1969,                 3.2212,                 1.7524,             2.9519e-05,             2.9519e-05,             2.9519e-05
                    489,                0.43753,                0.77042,                 1.0101,                0.65107,                0.33808,                0.37188,                 0.2621,                 1.1999,                 3.2353,                  1.755,             2.9462e-05,             2.9462e-05,             2.9462e-05
                    490,                0.46753,                0.81924,                 1.0574,                 0.6451,                0.34103,                0.37188,                0.26225,                 1.2048,                 3.2625,                 1.7617,             2.9406e-05,             2.9406e-05,             2.9406e-05
                    491,                0.41581,                0.75072,                 1.0057,                0.64327,                0.34625,                0.37214,                0.26216,                  1.205,                 3.2781,                 1.7593,             2.9349e-05,             2.9349e-05,             2.9349e-05
                    492,                 0.4159,                0.74728,                0.99526,                0.63675,                0.34761,                0.37359,                0.26538,                 1.1965,                 3.2774,                 1.7506,             2.9293e-05,             2.9293e-05,             2.9293e-05
                    493,                0.40713,                0.70671,                0.98876,                0.63312,                0.34683,                0.37279,                0.26559,                 1.1942,                 3.2801,                 1.7465,             2.9236e-05,             2.9236e-05,             2.9236e-05
                    494,                0.41839,                0.74863,                 1.0007,                0.63412,                0.33373,                0.37365,                0.27059,                 1.1896,                 3.2873,                 1.7457,              2.918e-05,              2.918e-05,              2.918e-05
                    495,                0.43084,                0.74611,                 1.0289,                 0.6329,                 0.3444,                0.37336,                0.27281,                 1.1809,                 3.2797,                 1.7369,             2.9124e-05,             2.9124e-05,             2.9124e-05
                    496,                0.44106,                 0.7764,                 1.0061,                0.62718,                0.33934,                0.37587,                0.27784,                 1.1731,                 3.2907,                 1.7349,             2.9067e-05,             2.9067e-05,             2.9067e-05
                    497,                  0.446,                0.77854,                 1.0076,                0.63165,                0.33859,                0.37924,                0.27884,                 1.1677,                 3.2865,                  1.729,             2.9011e-05,             2.9011e-05,             2.9011e-05
                    498,                0.44725,                0.76572,                 1.0254,                0.64321,                0.32516,                0.37433,                0.27332,                 1.1792,                 3.3062,                 1.7391,             2.8954e-05,             2.8954e-05,             2.8954e-05
                    499,                0.42712,                0.75765,                  1.025,                0.64873,                0.32005,                0.37096,                0.27046,                 1.1769,                 3.3058,                  1.734,             2.8898e-05,             2.8898e-05,             2.8898e-05
                    500,                0.42952,                0.77893,                  1.019,                0.65462,                0.32325,                0.37534,                0.27183,                 1.1763,                  3.313,                 1.7333,             2.8841e-05,             2.8841e-05,             2.8841e-05
                    501,                0.47653,                 0.8065,                 1.0714,                0.65437,                0.32325,                 0.3714,                0.26847,                 1.1774,                 3.3028,                 1.7343,             2.8785e-05,             2.8785e-05,             2.8785e-05
                    502,                0.42097,                 0.7315,                 1.0052,                0.65493,                0.32323,                0.38719,                0.27541,                 1.1837,                 3.2986,                 1.7339,             2.8729e-05,             2.8729e-05,             2.8729e-05
                    503,                0.42232,                 0.7893,                 1.0154,                0.65494,                 0.3225,                0.38642,                0.27204,                 1.1846,                 3.2961,                 1.7321,             2.8672e-05,             2.8672e-05,             2.8672e-05
                    504,                0.44332,                0.75892,                 1.0227,                0.63245,                0.34334,                0.38655,                0.27162,                 1.1849,                 3.2879,                 1.7317,             2.8616e-05,             2.8616e-05,             2.8616e-05
                    505,                0.40247,                0.73999,                0.99376,                0.63051,                0.35507,                0.38696,                0.27453,                 1.1843,                 3.2799,                 1.7319,             2.8559e-05,             2.8559e-05,             2.8559e-05
                    506,                0.43185,                0.78498,                 1.0155,                 0.6325,                0.35859,                0.38742,                0.27399,                 1.1761,                 3.2534,                 1.7306,             2.8503e-05,             2.8503e-05,             2.8503e-05
                    507,                0.43563,                0.75018,                 1.0138,                0.63095,                0.35895,                0.38831,                0.27298,                  1.173,                 3.2419,                 1.7309,             2.8446e-05,             2.8446e-05,             2.8446e-05
                    508,                0.43436,                0.79057,                  1.016,                0.62769,                0.35873,                 0.3905,                0.27823,                 1.1698,                 3.2158,                 1.7282,              2.839e-05,              2.839e-05,              2.839e-05
                    509,                0.42437,                0.75309,                 1.0283,                0.57549,                0.36042,                0.38633,                0.27856,                 1.1705,                  3.197,                 1.7244,             2.8334e-05,             2.8334e-05,             2.8334e-05
                    510,                0.43945,                  0.765,                 1.0336,                 0.6195,                0.35527,                0.37725,                0.27308,                 1.1739,                   3.18,                 1.7293,             2.8277e-05,             2.8277e-05,             2.8277e-05
                    511,                0.42323,                0.74025,                0.98709,                0.59544,                0.35575,                0.37768,                0.27615,                 1.1776,                 3.1654,                  1.737,             2.8221e-05,             2.8221e-05,             2.8221e-05
                    512,                0.42572,                0.75754,                0.99638,                0.63808,                0.32609,                 0.3753,                0.27337,                 1.1803,                 3.1585,                 1.7358,             2.8164e-05,             2.8164e-05,             2.8164e-05
                    513,                0.44907,                0.78851,                 1.0133,                0.66585,                0.31897,                0.37157,                 0.2703,                 1.1812,                 3.1647,                 1.7361,             2.8108e-05,             2.8108e-05,             2.8108e-05
                    514,                 0.4516,                0.78776,                 1.0504,                0.64125,                 0.3227,                 0.3746,                0.27059,                 1.1882,                 3.1946,                 1.7367,             2.8051e-05,             2.8051e-05,             2.8051e-05
                    515,                0.45475,                 0.7977,                 1.0295,                0.63825,                0.32546,                0.37537,                0.27185,                 1.1961,                 3.2187,                 1.7449,             2.7995e-05,             2.7995e-05,             2.7995e-05
                    516,                0.41597,                0.74418,                   1.03,                0.61279,                0.35102,                0.37525,                0.27161,                 1.1992,                 3.2281,                 1.7475,             2.7939e-05,             2.7939e-05,             2.7939e-05
                    517,                0.42156,                0.75807,                 1.0176,                0.62644,                0.34558,                0.37185,                0.26929,                 1.1992,                  3.241,                 1.7455,             2.7882e-05,             2.7882e-05,             2.7882e-05
                    518,                0.45263,                0.72912,                  1.017,                0.63721,                0.33548,                0.37592,                0.27352,                 1.1964,                 3.2645,                 1.7468,             2.7826e-05,             2.7826e-05,             2.7826e-05
                    519,                0.41449,                0.75752,                  1.013,                0.64784,                0.32801,                0.38353,                0.28424,                 1.1942,                 3.2668,                 1.7417,             2.7769e-05,             2.7769e-05,             2.7769e-05
                    520,                0.45697,                0.73485,                 1.0194,                0.64833,                0.32316,                0.38272,                0.28507,                 1.1925,                 3.2644,                 1.7379,             2.7713e-05,             2.7713e-05,             2.7713e-05
                    521,                0.46229,                0.78054,                0.99928,                0.64894,                0.31992,                0.38237,                0.28724,                 1.1903,                 3.2657,                 1.7353,             2.7656e-05,             2.7656e-05,             2.7656e-05
                    522,                0.43455,                0.78581,                 1.0213,                 0.6418,                 0.3324,                0.38226,                0.28531,                 1.1788,                 3.2485,                 1.7252,               2.76e-05,               2.76e-05,               2.76e-05
                    523,                0.46207,                0.78989,                  1.053,                0.63933,                0.33503,                0.38301,                0.28698,                 1.1739,                 3.2404,                 1.7203,             2.7544e-05,             2.7544e-05,             2.7544e-05
                    524,                0.41437,                0.74382,                0.98319,                0.69104,                0.29808,                0.38396,                  0.287,                 1.1731,                 3.2228,                 1.7214,             2.7487e-05,             2.7487e-05,             2.7487e-05
                    525,                0.41986,                0.78146,                 1.0206,                   0.69,                0.30296,                0.39046,                0.29187,                 1.1701,                 3.2089,                  1.719,             2.7431e-05,             2.7431e-05,             2.7431e-05
                    526,                0.42882,                0.77449,                 1.0213,                 0.6987,                0.30918,                0.39232,                0.28899,                 1.1601,                 3.1988,                 1.7085,             2.7374e-05,             2.7374e-05,             2.7374e-05
                    527,                0.40402,                0.73666,                0.99469,                0.65683,                0.32941,                0.39414,                0.28858,                 1.1647,                 3.2083,                 1.7132,             2.7318e-05,             2.7318e-05,             2.7318e-05
                    528,                0.42445,                0.74343,                 1.0165,                0.65125,                0.32942,                0.38154,                0.27864,                 1.1725,                 3.2336,                 1.7269,             2.7261e-05,             2.7261e-05,             2.7261e-05
                    529,                0.45827,                0.80071,                 1.0678,                0.65967,                0.33768,                0.38238,                0.27979,                 1.1779,                 3.2376,                 1.7342,             2.7205e-05,             2.7205e-05,             2.7205e-05
                    530,                0.41391,                0.75474,                 1.0122,                0.65239,                0.33347,                0.38054,                0.27725,                  1.193,                 3.2586,                 1.7497,             2.7149e-05,             2.7149e-05,             2.7149e-05
                    531,                0.40465,                0.71313,                0.98546,                0.64882,                0.32762,                0.37971,                0.27189,                  1.198,                 3.2706,                 1.7524,             2.7092e-05,             2.7092e-05,             2.7092e-05
                    532,                0.42093,                0.74373,                 1.0072,                 0.6565,                0.32009,                0.37676,                 0.2655,                 1.2089,                 3.2797,                 1.7646,             2.7036e-05,             2.7036e-05,             2.7036e-05
                    533,                0.44384,                0.73166,                 1.0341,                0.65811,                0.31971,                0.38661,                0.27102,                 1.2052,                 3.2663,                 1.7587,             2.6979e-05,             2.6979e-05,             2.6979e-05
                    534,                0.42071,                0.76905,                 1.0078,                 0.6651,                0.32183,                0.38664,                0.27801,                 1.1941,                 3.2468,                 1.7454,             2.6923e-05,             2.6923e-05,             2.6923e-05
                    535,                0.42526,                0.75362,                 1.0167,                0.66959,                0.32278,                0.38632,                0.28153,                 1.1872,                 3.2545,                 1.7403,             2.6866e-05,             2.6866e-05,             2.6866e-05
                    536,                0.41246,                0.72007,                 1.0079,                0.67632,                0.31987,                0.38608,                0.27995,                 1.1857,                 3.2617,                 1.7401,              2.681e-05,              2.681e-05,              2.681e-05
                    537,                0.45159,                0.81143,                  1.047,                0.67817,                0.32054,                0.38617,                0.28076,                 1.1865,                 3.2479,                 1.7374,             2.6754e-05,             2.6754e-05,             2.6754e-05
                    538,                0.43303,                0.77769,                 1.0232,                0.67535,                0.32867,                0.38859,                0.28245,                 1.1894,                 3.2373,                 1.7393,             2.6697e-05,             2.6697e-05,             2.6697e-05
                    539,                 0.4238,                0.76131,                 1.0175,                0.67513,                0.32827,                0.38895,                0.28269,                  1.188,                 3.2306,                 1.7377,             2.6641e-05,             2.6641e-05,             2.6641e-05
                    540,                0.44299,                0.79408,                 1.0436,                 0.6703,                0.32994,                0.39004,                0.28177,                 1.1834,                 3.2353,                 1.7312,             2.6584e-05,             2.6584e-05,             2.6584e-05
                    541,                0.40904,                0.72708,                 1.0147,                0.66865,                0.33868,                0.38932,                0.28104,                 1.1848,                 3.2423,                 1.7321,             2.6528e-05,             2.6528e-05,             2.6528e-05
                    542,                0.43118,                0.76814,                 1.0015,                0.66598,                0.33385,                0.38587,                0.27491,                 1.1894,                 3.2702,                 1.7324,             2.6471e-05,             2.6471e-05,             2.6471e-05
                    543,                0.43367,                0.77126,                 1.0165,                 0.6637,                0.33153,                0.38443,                0.27537,                 1.1869,                 3.2628,                 1.7286,             2.6415e-05,             2.6415e-05,             2.6415e-05
                    544,                 0.4036,                0.72023,                 1.0044,                0.63529,                0.33571,                0.38632,                0.27589,                 1.1879,                 3.2584,                 1.7284,             2.6359e-05,             2.6359e-05,             2.6359e-05
                    545,                0.43272,                0.74839,                 1.0152,                0.63575,                0.33428,                0.38426,                0.27663,                 1.1867,                 3.2644,                 1.7236,             2.6302e-05,             2.6302e-05,             2.6302e-05
                    546,                0.42446,                0.76792,                 1.0226,                0.61913,                0.34178,                0.38564,                0.27941,                 1.1838,                 3.2657,                 1.7197,             2.6246e-05,             2.6246e-05,             2.6246e-05
                    547,                0.40759,                0.73834,                 1.0025,                 0.6321,                0.33672,                0.38542,                0.28274,                 1.1823,                 3.2638,                 1.7192,             2.6189e-05,             2.6189e-05,             2.6189e-05
                    548,                 0.4423,                0.76385,                 1.0427,                0.63253,                0.33789,                0.38583,                0.28581,                 1.1805,                 3.2505,                 1.7184,             2.6133e-05,             2.6133e-05,             2.6133e-05
                    549,                0.41395,                0.73816,                 1.0042,                0.63559,                0.33637,                0.38846,                0.28821,                 1.1818,                 3.2444,                 1.7158,             2.6076e-05,             2.6076e-05,             2.6076e-05
                    550,                0.42986,                0.75891,                 1.0149,                0.64307,                0.33875,                0.39129,                0.28667,                 1.1896,                 3.2546,                 1.7226,              2.602e-05,              2.602e-05,              2.602e-05
                    551,                0.40865,                0.75935,                 1.0105,                0.64097,                0.33952,                0.39118,                0.28661,                 1.1945,                 3.2625,                 1.7276,             2.5963e-05,             2.5963e-05,             2.5963e-05
                    552,                0.45849,                 0.8039,                 1.0582,                0.63916,                0.33469,                0.38464,                0.28342,                  1.199,                 3.2682,                 1.7327,             2.5907e-05,             2.5907e-05,             2.5907e-05
                    553,                0.41778,                0.74296,                0.99916,                0.63845,                0.33232,                0.38525,                0.28182,                 1.2024,                 3.2648,                 1.7372,             2.5851e-05,             2.5851e-05,             2.5851e-05
                    554,                0.44444,                0.76677,                 1.0195,                0.62167,                0.34805,                0.38608,                0.27797,                 1.2111,                 3.2709,                 1.7472,             2.5794e-05,             2.5794e-05,             2.5794e-05
                    555,                0.40091,                0.72586,                0.99605,                0.62033,                0.34791,                0.38544,                0.27664,                 1.2147,                 3.2812,                 1.7532,             2.5738e-05,             2.5738e-05,             2.5738e-05
                    556,                0.44316,                0.74801,                 1.0245,                0.66253,                0.31941,                0.38586,                0.27745,                 1.2069,                 3.2744,                  1.745,             2.5681e-05,             2.5681e-05,             2.5681e-05
                    557,                0.44934,                0.76236,                 1.0468,                0.66473,                0.31936,                0.38607,                0.27682,                 1.2041,                 3.2708,                 1.7414,             2.5625e-05,             2.5625e-05,             2.5625e-05
                    558,                0.42765,                0.75949,                 1.0224,                0.58054,                0.34731,                 0.3814,                0.27383,                 1.2025,                 3.2866,                 1.7416,             2.5568e-05,             2.5568e-05,             2.5568e-05
                    559,                0.42749,                0.75248,                 1.0094,                 0.5831,                0.34646,                0.38182,                0.27467,                 1.1996,                 3.2912,                 1.7357,             2.5512e-05,             2.5512e-05,             2.5512e-05
                    560,                0.42148,                0.75957,                 1.0016,                0.65414,                0.33191,                0.38281,                0.27433,                 1.1924,                 3.2824,                 1.7322,             2.5456e-05,             2.5456e-05,             2.5456e-05
                    561,                0.39988,                0.71104,                0.99422,                0.65433,                0.33352,                0.38389,                0.27464,                 1.1904,                 3.2761,                 1.7314,             2.5399e-05,             2.5399e-05,             2.5399e-05
                    562,                0.43132,                0.73068,                 1.0233,                 0.6603,                 0.3305,                 0.3707,                0.26852,                 1.1872,                 3.2546,                 1.7286,             2.5343e-05,             2.5343e-05,             2.5343e-05
                    563,                0.41372,                0.71663,                0.99098,                0.66125,                0.33068,                0.37017,                0.26713,                 1.1858,                 3.2523,                 1.7335,             2.5286e-05,             2.5286e-05,             2.5286e-05
                    564,                0.41893,                0.75022,                  1.021,                0.66122,                0.33121,                 0.3822,                0.27588,                 1.1825,                 3.2316,                 1.7299,              2.523e-05,              2.523e-05,              2.523e-05
                    565,                0.41583,                0.71382,                 1.0162,                  0.663,                0.33408,                 0.3827,                0.27596,                 1.1804,                  3.226,                 1.7301,             2.5173e-05,             2.5173e-05,             2.5173e-05
